ID_,Title,Subtitle,Version,Genre,Genre2,BPM,Composer,Writer,Arranger,Artist,Singer,PlayTime,Tag,VersionTag,OwnBG,MVFee,License,Status,Remark,DiscLevel_EZ_NM_HD_MX_SC,UserLevel_EZ_NM_HD_MX_SC,DiscLevel_EZ_NM_HD_MX_SC,UserLevel_EZ_NM_HD_MX_SC,PlayFeeSingle,PlayFeeMultiple,Premium,RefSpeed_5K,RefSpeed_7K
245,Son_of_Sun_(Full),_,Original,GABBA,pp,200,Hosoe_Shinji,none,none,none,none,192,@sosfull,ORG,none,0,Pentavision,onair,_,99_99_99_13_99,99_99_99_28_99,99_99_99_14_99,99_99_99_28_99,0_0_0_200_150,0_0_0_200_150,0,2_2_2_2_2,2.5_2.5_2.5_2.5_2.5
246,Exist,_,Original,gang_hip,pp,114,Mario_Bolden,none,none,none,none,95,@exist,ORG,none,0,Pentavision,onair,_,2_5_10_11_99,1_6_8_15_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_100_150,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
247,Freedom,_,Original,Cool_Funk,pp,93,Ruby_Tuesday,none,none,none,none,99,@Freedom,ORG,none,0,Pentavision,onair,_,3_6_10_10_99,99_5_8_10_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_100_150,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
248,Showdown,_,Original,Hard_Rock,pp,130,ANDY_LEE,none,none,none,none,87,@Showdown,ORG,none,0,Pentavision,onair,_,99_8_11_13_99,99_10_14_18_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_120_150,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
249,_20000000000_,_,Original,JUNKNO,pp,174,Croove,none,none,none,none,105,@200e,ORG,none,0,Pentavision,onair,_,6_8_11_99_13,5_8_15_99_20,99_99_99_99_99,99_99_99_99_99,0_0_0_80_100,0_0_0_120_150,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
250,Blue,_,Original,Acid_Hiphop,pp,153,xxdbxx,none,none,none,none,109,@Blue,ORG,none,0,Pentavision,onair,_,4_7_10_99_99,2_5_8_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_100_150,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
251,Q_Factor,_,Original,Electronica,pp,130,Forte_Escape,none,none,none,none,90,@QFactor,ORG,none,0,Pentavision,onair,_,99_6_9_13_99,99_5_10_18_99,99_99_99_99_99,99_99_99_99_99,0_0_0_80_80,0_0_0_100_150,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
252,First_Kiss,_,Original,Dance_POP,pp,107,BJJ,none,none,none,none,107,@Firstkiss,ORG,none,0,Pentavision,onair,_,99_5_9_99_99,99_1_5_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_100_150,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
253,Y,_,Original,Acid_House,pp,130,ND_Lee,none,none,none,none,104,@Y,ORG,none,0,Pentavision,onair,_,99_5_9_11_99,99_4_9_15_99,99_99_99_99_99,99_99_99_99_99,0_0_0_80_80,0_0_0_100_150,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
254,RDM,_,Original,Soft_Acid_POP,pp,110,Andy_Lee,none,none,none,none,88,@rdm,ORG,none,0,Pentavision,onair,_,2_5_7_9_99,1_4_5_6_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_100_150,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
255,Round_3,_,Original,Hard_Trance,tr,155,r300k,none,none,none,none,129,@round3,ORG,none,0,Pentavision,onair,_,7_9_11_14_99,5_12_15_22_99,99_99_99_99_99,99_99_99_99_99,0_0_0_80_80,0_0_0_180_150,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
256,Catch_the_Flow,_,Original,Acid_Jazz,pp,97,Creatune,none,none,none,none,98,@catchtheflow,ORG,none,0,Pentavision,onair,_,1_4_7_8_99,1_2_4_8_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_80_150,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
257,We_Luv_Music,_,Original,Big_House,pp,139,Junkyu_Jyun,none,none,none,none,93,@weluvmusic,ORG,none,0,Pentavision,onair,_,3_6_9_10_99,1_5_8_12_99,99_99_99_99_99,99_99_99_99_99,0_0_0_60_60,0_0_0_120_150,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
258,Climax,_,Original,Hard_Core,pp,140,ND_Lee,none,none,none,none,115,@climax,ORG,none,0,Pentavision,onair,_,3_7_10_12_99,2_6_9_15_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
259,Lucid,_,Original,d.n_concerto,pp,175,Yak_won,none,none,none,none,117,@lucid,ORG,none,0,Pentavision,onair,_,5_9_11_14_99,8_12_14_20_99,99_99_99_99_99,99_99_99_99_99,0_0_0_80_80,0_0_0_180_150,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
260,Ladymade_Star,_,Original,Space_Idol_POP,tr,136,ESTi,none,none,none,none,127,@ladymade,ORG,own,0,Pentavision,onair,_,99_7_9_99_99,99_5_8_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_60_60,0_0_0_180_150,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
261,Syriana,_,Original,Orban_Funk,pp,135,Bexter,none,none,none,none,128,@syriana,ORG,own,0,Pentavision,onair,_,99_7_11_99_99,99_10_18_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_80_80,0_0_0_120_150,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
262,幽灵(Ghost),_,Original,Fution_Hiphop,pp,125,STi,none,none,none,none,123,@ghost,ORG,none,0,Pentavision,onair,_,3_6_9_99_99,2_6_9_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
263,Super_Sonic,_,Remix,Nu_Disco,pp,130,MR.Funky,none,none,none,none,102,@supersonicrmx,ORG,none,0,Pentavision,onair,_,3_7_10_99_99,5_9_16_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_60_60,0_0_0_180_150,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
264,Kungfu_Rider,_,Original,Oriental_Funk,pp,136,r300k,none,none,none,none,106,@kungfu,ORG,none,0,Pentavision,onair,_,3_7_10_99_99,2_6_8_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_60_60,0_0_0_180_150,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
265,Night_Madness,_,Original,Crossover_Techno,te,160,JoyRock,none,none,none,none,93,@night,ORG,none,0,Pentavision,onair,_,5_8_10_12_99,2_6_8_12_99,99_99_99_99_99,99_99_99_99_99,0_0_0_60_60,0_0_0_180_150,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
266,万事开头难,_,Original,Chip_Tune,pp,140,015B,none,none,none,none,112,@cheoum,ORG,none,0,Pentavision,onair,_,99_5_8_99_99,99_1_5_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_60_60,0_0_0_180_150,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
267,Love_Mode,_,Original,Electronica,pp,120,Clazziquai,none,none,none,none,104,@lovemode,ORG,none,0,Pentavision,onair,_,99_6_9_99_99,99_3_7_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_60_60,0_0_0_180_150,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
268,Memoirs,_,Original,Ethnic_Pop,pp,140,M2U,none,none,none,none,142,@memoirs,ORG,own,0,Pentavision,onair,_,99_7_9_99_99,99_1_5_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
269,Stranger,_,Original,Unknown,pp,130,LHOU,none,none,none,none,127,@stranger,ORG,none,0,Pentavision,onair,_,99_8_10_99_99,99_3_7_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
270,Hamsin,_,Original,Trance,te,150,Makou,none,none,none,none,139,@hamsin,ORG,own,0,Pentavision,onair,_,99_8_10_13_99,99_10_12_20_99,99_99_99_99_99,99_99_99_99_99,0_0_0_180_180,0_0_0_180_180,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
271,La_grand_Bleu,_,Original,Trance,te,165,KIEN,none,none,none,none,122,@LaGrand,ORG,none,0,Pentavision,onair,_,6_8_11_99_14,3_5_10_99_20,99_99_99_99_99,99_99_99_99_99,0_0_0_200_200,0_0_0_200_200,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
272,NB_Rangers:_Returns,_,Original,Progressive_Metal,te,145,NieN,none,none,none,none,135,nbranger2,ORG,own,0,Pentavision,onair,_,99_8_12_99_99,99_5_15_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_180_180,0_0_0_180_180,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
273,OUT_OF_THE_BLUE,_,Original,Trance,te,170,yak_won,none,none,none,none,146,@ootb,ORG,none,0,Pentavision,onair,_,99_8_12_99_99,99_5_12_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_200_200,0_0_0_200_200,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
274,Oblivion(Rockin`_Night_Style),_,Original,Rock,pp,141,ESTi,none,none,none,none,118,oblivion1,ORG,own,0,Pentavision,onair,_,99_7_11_99_99,99_4_8_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_180_180,0_0_0_180_180,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
275,FATE,_,Original,Fution_HIP-HOP,pp,110,STi,none,none,none,none,103,@fate,ORG,none,0,Pentavision,onair,_,99_6_9_99_99,99_3_8_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_200_200,0_0_0_200_200,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
276,Tempus_Praeterita,_,Original,Anthem_Trance,te,145,Ira,none,none,none,none,119,@tempus,ORG,none,0,Pentavision,onair,_,99_6_10_99_99,99_4_8_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_180_180,0_0_0_180_180,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
277,Xeus,_,Original,Fution_HIP-HOP,te,148,Xeon,none,none,none,none,132,@xeus,ORG,none,0,Pentavision,onair,_,3_7_10_13_99,2_8_12_25_99,99_99_99_99_99,99_99_99_99_99,0_0_0_200_200,0_0_0_200_200,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
278,風にお願い(Japanese_Version),_,Original,R&B_Fantasy,hr,108,Forte_Escape,Forte_Escape,Forte_Escape,Tako_Ashin,Miya,108,baramjp,ORG,own,0,Pentavision,onair,_,2_3_6_7_99,1_1_1_3_99,2_6_99_8_99,1_6_99_3_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
279,JASCO!!,_,Original,J-Pop,pp,124,JACK,none,JACK,none,JACK,129,jasco,ORG,none,0,License,onair,_,2_5_9_99_99,1_5_9_99_99,2_5_9_99_99,1_5_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
280,ふたり,_,Original,J-Pop,pp,152,Heartsgrow,none,Heartsgrow,none,Heartsgrow,134,heartgrow,ORG,none,0,License,onair,_,2_5_9_99_99,1_5_9_99_99,1_5_9_99_99,1_5_9_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
281,パンプロック,_,Original,J-Pop,pp,126,Pumpkin_Head,none,Pumpkin_Head,none,Pumpkin_Head,111,pump,ORG,none,0,License,onair,_,5_7_9_99_99,1_8_10_99_99,4_8_10_99_99,1_8_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
